case_id,cores,old_makespan,calendar_makespan,baseline_makespan,old_speedup,calendar_speedup,m_change,old_solver_wall_s,calendar_solver_wall_s,old_extra_ddr_bytes,calendar_extra_ddr_bytes,old_spill_bytes,calendar_spill_bytes,old_cache_hit_rate,calendar_cache_hit_rate
005,2,42230,39844,95618,2.2642197489936065,2.399809256098785,improved,0.7333449169818778,1.818424083001446,777318,710502,0,0,0.22281584856751013,0.21369063707331035
005,3,32853,30855,95618,2.9104800170456273,3.0989466861124617,improved,0.7277533329906873,1.8356521670066286,1042186,1029132,0,0,0.29687105036989603,0.33517767737973647
005,4,32987,28981,95618,2.898657046715373,3.2993340464442222,improved,0.7383502910088282,1.916683916002512,1499442,1450866,0,0,0.3747002628095686,0.39892284004303485
005,5,31468,31275,95618,3.038578873776535,3.057330135891287,improved,0.7634915829985403,2.0313600410008803,1768920,1803384,0,0,0.4410957678636077,0.4317717666235355
006,1,69415,69415,82837,1.1933587841244688,1.1933587841244688,equal,0.3147209169983398,0.40247966701281257,37926,37926,37926,37926,0.0054526362094777245,0.0054526362094777245
006,2,37307,37307,82837,2.220414399442464,2.220414399442464,equal,0.3463636249944102,0.4687947499915026,523810,523810,0,0,0.2164824454535386,0.2164824454535386
006,3,27285,27285,82837,3.035990470954737,3.035990470954737,equal,0.3150447920197621,0.4506104579777457,752596,752596,0,0,0.31371213234898654,0.31371213234898654
006,4,24049,24049,82837,3.444509127198636,3.444509127198636,equal,0.33111733398982324,0.4740954999870155,795300,795300,0,0,0.29410559531543584,0.29410559531543584
006,5,21118,21118,82837,3.9225778956340562,3.9225778956340562,equal,0.3604438329930417,0.534734250017209,800540,800540,0,0,0.37811726551164976,0.37811726551164976
007,1,979262,979262,1012562,1.0340051998341608,1.0340051998341608,equal,1.8222004169947468,2.2299126249854453,0,0,0,0,0.0,0.0
007,2,490466,490466,1012562,2.0644896893974303,2.0644896893974303,equal,1.994311791000655,2.276428000011947,10089984,10089984,5799936,5799936,0.02582046332046332,0.02582046332046332
007,3,326994,326994,1012562,3.096576695596861,3.096576695596861,equal,1.6542244169977494,1.9230190830130596,55296,55296,0,0,0.0,0.0
007,4,246030,246030,1012562,4.115603788155916,4.115603788155916,equal,1.9337904160202015,2.226201666984707,82944,82944,0,0,0.0,0.0
007,5,196870,196870,1012562,5.14330268705237,5.14330268705237,equal,1.7097776670125313,1.9993528750201222,110592,110592,0,0,0.0,0.0
008,1,250437,250437,487605,1.9470166149570551,1.9470166149570551,equal,0.31935091599007137,0.46665812502033077,0,0,0,0,0.0,0.0
008,2,125682,125682,487605,3.8796725068028834,3.8796725068028834,equal,0.32477674999972805,0.4192381250031758,0,0,0,0,0.0,0.0
008,3,84303,84303,487605,5.783957866268104,5.783957866268104,equal,0.2988836249860469,0.45961687501403503,0,0,0,0,0.0,0.0
008,4,63768,63768,487605,7.646546857357922,7.646546857357922,equal,0.3367502499895636,0.46158987501985393,0,0,0,0,0.0,0.0
008,5,52291,52291,487605,9.324836013845594,9.324836013845594,equal,0.36952729200129397,0.5321720000065397,0,0,0,0,0.0,0.0
